"cnpj","nome","endereco","complemento","bairro","cep","municipio","uf","pais","ddd","numero","cod_compe_s_dv","x12"
"81607046","SICOOB PA - BARRA BONITA","AVENIDA BUENOS AIRES","-","CENTRO","89909-000","BARRA BONITA","SC","Brasil","49","36490129","-",NA
"81607046","SICOOB PA - BOEHMERWALD","RUA BOEHMERWALD, 1113","TÉRREO, SALA 04","BOEHMERWALD","89232-486","JOINVILLE","SC","Brasil","47","34369793","-",NA
"81607046","SICOOB PA - BOM JESUS DO SUL","AVENIDA IPIRANGA 08","-","-","85708-971","BOM JESUS DO SUL","PR","Brasil","-","-","-",NA
"81607046","SICOOB PA - CARLOS BARBOSA","AVENIDA JÚLIO DE CASTILHOS, 317","-","CENTRO","95185-000","CARLOS BARBOSA","RS","Brasil","51","34612693","-",NA
"81607046","SICOOB PA - COMASA","PONTE SERRADA, 268","-","COMASA","89228-270","JOINVILLE","SC","Brasil","47","34272632","-",NA
"81607046","SICOOB PA - COSTA E SILVA","RUA OTTO PFUETZENREUTER, 853","TERREO","COSTA E SILVA","89219-200","JOINVILLE","SC","Brasil","47","34354468","-",NA
"81607046","SICOOB PA - DIONISIO CERQUEIRA","AVENIDA SETE DE SETEMBRO","590","CENTRO","89950-000","DIONISIO CERQUEIRA","SC","Brasil","49","36444228","-",NA
"81607046","SICOOB PA - DOUTOR JOÃO COLIN","RUA DOUTOR JOÃO COLIN, 1877","-","AMÉRICA","89204-003","JOINVILLE","SC","Brasil","-","-","-",NA
"81607046","SICOOB PA - ENCANTADO","RUA BARÃO DO RIO BRANCO, 587","-","CENTRO","95960-000","ENCANTADO","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA - FELIZ","AVENIDA CORONEL MARCOS JOSE DE LEAO, 0","-","CENTRO","95770-000","FELIZ","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA - FLOR DA SERRA DO SUL","RUA LUIZ PERONDI, 36","-","CENTRO","85618-000","FLOR DA SERRA DO SUL","PR","Brasil","46","35651307","-",NA
"81607046","SICOOB PA - GARIBALDI","RUA BUARQUE DE MACEDO, 3378","SALA 108","CENTRO","95720-000","GARIBALDI","RS","Brasil","54","34621632","-",NA
"81607046","SICOOB PA - GETÚLIO VARGAS","AVENIDA GETÚLIO VARGAS, 1037","-","BUCAREIN","89202-295","JOINVILLE","SC","Brasil","47","34451315","-",NA
"81607046","SICOOB PA - GUAPORÉ","AV SÍLVIO SANSON, 1383","-","CENTRO","99200-000","GUAPORE","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA - GUARACIABA","RUA SETE DE SETEMBRO, 320","-","CENTRO","89920-000","GUARACIABA","SC","Brasil","49","36450209","-",NA
"81607046","SICOOB PA - GUARUJÁ DO SUL","RUA SÃO PAULO, 434","-","CENTRO","89940-000","GUARUJA DO SUL","SC","Brasil","49","36420397","-",NA
"81607046","SICOOB PA - INDAIAL","AVENIDA GETÚLIO VARGAS, 273","-","CENTRO","89080-024","INDAIAL","SC","Brasil","34","8844","-",NA
"81607046","SICOOB PA - JARDIM PARAISO","RUA ROSA LUIZA GOUDARD DE ARAUJO, 7173","SALA 01","JARDIM PARAISO","89226-512","JOINVILLE","SC","Brasil","47","34671722","-",NA
"81607046","SICOOB PA - JARDIM PEPERI","RUA WALDEMAR RANGRAB, 1727","SALA 10","JARDIM PEPERI","89900-000","SAO MIGUEL D'OESTE","SC","Brasil","49","36213983","-",NA
"81607046","SICOOB PA - LAJEADO","AVENIDA SENADOR ALBERTO PASQUALINI, 1512","SALA 103","SÃO CRITÓVÃO","95913-160","LAJEADO","RS","Brasil","51","37484970","-",NA
"81607046","SICOOB PA - MANFRINÓPOLIS","AVENIDA SÃO CRISTÓVÃO, SN","-","CENTRO","85628-000","MANFRINOPOLIS","PR","Brasil","46","35621143","-",NA
"81607046","SICOOB PA - MARMELEIRO","AVENIDA DAMBROS E PIVA, 833","-","CENTRO","85615-000","MARMELEIRO","PR","Brasil","-","-","-",NA
"81607046","SICOOB PA - NAÇÕES","RUA DAS MAÇÕES, 498","SALA COMERCIAL","NAÇÕES","89082-209","INDAIAL","SC","Brasil","47","33336626","-",NA
"81607046","SICOOB PA - NOVA BASSANO","AVENIDA 23 DE MAIO, 1025","-","CENTRO","95340-000","NOVA BASSANO","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA - NOVA PRATA","AVENIDA PRESIDENTE VARGAS, 636","-","CENTRO","95320-000","NOVA PRATA","RS","Brasil","54","32426284","-",NA
"81607046","SICOOB PA - PALMA SOLA","AVENIDA CRESTANI, 816","-","CENTRO","89985-000","PALMA SOLA","SC","Brasil","49","36520668","-",NA
"81607046","SICOOB PA - PARAISO","RUA PROFESSOR JOAO LINDERMEIER, 623","-","CENTRO","89906-000","PARAISO","SC","Brasil","49","36270057","-",NA
"81607046","SICOOB PA - PARAÍ","RUA SETE DE SETEMBRO, 219","LOJA 12","CENTRO","95360-000","PARAI","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA - PARANAGUAMIRIM","RUA KURT MEINERT, 36","-","PARANAGUAMIRIM","89231-700","JOINVILLE","SC","Brasil","47","34292808","-",NA
"81607046","SICOOB PA - PERINI","RUA DONA FRANCISCA, 8300","CONDOMINIO PERINI BUSINESS PARK","DISTRITO INDUSTRIAL","89219-600","JOINVILLE","SC","Brasil","47","34354550","-",NA
"81607046","SICOOB PA - PIRABEIRABA","RUA OLAVO BILAC, 626","-","PIRABEIRABA","89239-100","JOINVILLE","SC","Brasil","49","34370093","-",NA
"81607046","SICOOB PA - PRINCESA","RUA RIO GRANDE DO SUL, 428","-","CENTRO","89935-000","PRINCESA","SC","Brasil","49","36410036","-",NA
"81607046","SICOOB PA - RODEIO","RUA MARIO GIRARDI, 130","SALA","CENTRO","89136-000","RODEIO","SC","Brasil","-","-","-",NA
"81607046","SICOOB PA - ROMELANDIA","RUA 12 DE OUTUBRO, 629","-","CENTRO","89908-000","ROMELANDIA","SC","Brasil","49","36240230","-",NA
"81607046","SICOOB PA - SALGADO FILHO","RUA HENRIQUE FELIPPE, 644","-","CENTRO","85620-000","SALGADO FILHO","PR","Brasil","46","35641184","-",NA
"81607046","SICOOB PA - SAO MIGUEL","RUA ALMIRANTE BARROSO, 888","PREDIO","CENTRO","89900-000","SAO MIGUEL D'OESTE","SC","Brasil","48","36313801","-",NA
"81607046","SICOOB PA - SÃO JOSÉ DO CEDRO","AVENIDA RIO GRANDE DO SUL, 231","SALA 4","CENTRO","89930-000","SAO JOSE DO CEDRO","SC","Brasil","49","36430637","-",NA
"81607046","SICOOB PA - SERAFINA CORRÊA","RUA ORESTES ASSONI, 258","-","CENTRO","99250-000","SERAFINA CORREA","RS","Brasil","54","22450510","-",NA
"81607046","SICOOB PA - SOLEDADE","AV MARECHAL FLORIANO PEIXOTO, 1307","-","CENTRO","99300-000","SOLEDADE","RS","Brasil","54","33812958","-",NA
"81607046","SICOOB PA - TEUTÔNIA","RUA ERNO DAHMER, 526","SALA 01","LANGUIRU","95890-000","TEUTONIA","RS","Brasil","51","37622177","-",NA
"81607046","SICOOB PA - TUPANDI","AVENIDA SALVADOR, 1828","-","CENTRO","95775-000","TUPANDI","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA - VERANÓPOLIS","RUA 24 MAIO, 783","SALA TERREO","CENTRO","95330-000","VERANOPOLIS","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA - VILA FLORES","AVENIDA DAS FLORES, 789","EDIFICIO COMERCIAL SOLIVO SALA 06","CENTRO","95334-000","VILA FLORES","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA - WILLY BARTH","RUA WILLY BARTH, 3811","-","CENTRO","89900-000","SAO MIGUEL D'OESTE","SC","Brasil","49","36210169","-",NA
"81607046","SICOOB PA CANABARRO","RUA 17 DE JUNHO, 946","SALA 06","CANABARRO","95890-000","TEUTONIA","RS","Brasil","49","36313800","-",NA
"81607046","SICOOB PA CASCA","RUA TIRADENTES, 921","SALA 01","CENTRO","99260-000","CASCA","RS","Brasil","-","-","-",NA
"81607046","SICOOB PA GUANABARA","RUA GUANABARA, 420","-","GUANABARA","89207-300","JOINVILLE","SC","Brasil","49","3631","-",NA
"81607046","SICOOB PA IRIRIU","RUA IRIRIU, 1777","-","IRIRIU","89227-015","JOINVILLE","SC","Brasil","49","36313800","-",NA
"81607046","SICOOB PA NOVA ARAÇA","RUA ALEXANDRE GAZZONI, 503","SALA 01","CENTRO","95350-000","NOVA ARACA","RS","Brasil","49","36313800","-",NA
"81607046","SICOOB PA PLATAFORMA EMPRESA","AVENIDA GETULIO VARGAS, 1037","1 ANDAR","BUCARIEN","89202-295","JOINVILLE","SC","Brasil","47","34451315","-",NA
"81607046","SICOOB PA SÃO SEBASTIÃO","CLACI SCHEFFLER NEGRI, 299","PROXIMO AO POSTO DE SAUDE","SÃO SEBASTIÃO","89900-000","SAO MIGUEL D'OESTE","SC","Brasil","-","-","-",NA
"81607046","SICOOB PA- ESPUMOSO","AV OSWALDO J. WERLANG, 450","-","CENTRO","99400-000","ESPUMOSO","RS","Brasil","-","-","-",NA
"81367880","SICOOB - PA GAROPABA","RUA SANTA RITA, 645","-","CENTRO","88495-000","GAROPABA","SC","Brasil","-","-","-",NA
"81367880","SICOOB PA - ARARANGUÁ","AV. SETE DE SETEMBRO, 734","-","CIDADE ALTA","88901-044","ARARANGUA","SC","Brasil","48","35247590","-",NA
"81367880","SICOOB PA - ARROIO DO SILVA","AVENIDA  BARRIGA VERDE, 521","-","CENTRO","88914-000","BALNEARIO ARROIO DO SILVA","SC","Brasil","48","35260142","-",NA
"81367880","SICOOB PA - BALNEARIO RINCÃO","AVENIDA LEOBERTO LEAL, 1123","TÉRREO","CENTRO","88828-000","BALNEARIO RINCAO","SC","Brasil","48","35258250","-",NA
"81367880","SICOOB PA - CAPÃO DA CANOA","AVENIDAA PARAGUAÇU, 1176","-","ZONA NOVA","95555-000","CAPAO DA CANOA","RS","Brasil","-","-","-",NA
"81367880","SICOOB PA - CAPIVARI DE BAIXO","RUA GEN OSVALDO PINTO VEIGA, 1103","SALA COMERCIAL","CENTRO","88745-000","CAPIVARI DE BAIXO","SC","Brasil","48","36235558","-",NA
"81367880","SICOOB PA - COCAL DO SUL","AVENIDA  DR. POLIDORO SANTIAGO,642","SALA","CENTRO","88845-000","COCAL DO SUL","SC","Brasil","48","34470207","-",NA
"81367880","SICOOB PA - CRICIUMA","AVENIDA RUI BARBOSA,, 325","SALA 1","CENTRO","88801-120","CRICIUMA","SC","Brasil","48","34336678","-",NA
"81367880","SICOOB PA - FORQUILHINHA","AVENIDA 25 DE JULHO, 3210","-","CENTRO","88850-000","FORQUILHINHA","SC","Brasil","48","34634434","-",NA
"81367880","SICOOB PA - IMBITUBA","AVENIDA SANTA CATARINA, 623","-","CENTRO","88780-000","IMBITUBA","SC","Brasil","-","-","-",NA
"81367880","SICOOB PA - LAURO MULLER","RUA JOÃO ALPIDIO DE ARAÚJO, S/N","SALA 01","CAIRU","88800-000","LAURO MULLER","SC","Brasil","48","34644944","-",NA
"81367880","SICOOB PA - MELEIRO","RUA 20 DE  DEZEMBRO,279","-","ESTREITO","88920-000","MELEIRO","SC","Brasil","48","35371520","-",NA
"81367880","SICOOB PA - MORRO GRANDE","RUA RUI BARBOSA, 167","SALA","CENTRO","88925-000","MORRO GRANDE","SC","Brasil","48","35440150","-",NA
"81367880","SICOOB PA - NOVA VENEZA","RUA DOS IMIGRANTES, 239","-","CENTRO","88865-000","NOVA VENEZA","SC","Brasil","48","34362923","-",NA
"81367880","SICOOB PA - OSÓRIO","RUA SETE DE SETEMBRO, 385","LOJA 01","CENTRO","95520-000","OSORIO","RS","Brasil","-","-","-",NA
"81367880","SICOOB PA - PASSO DE TORRES","RUA ANTÕNIO JOSÉ SCHEFFER, 123","SALA","CENTRO","88980-000","PASSO DE TORRES","SC","Brasil","48","35480524","-",NA
"81367880","SICOOB PA - RIO MAINA","AVENIDA DOS IMIGRANTES, 2150","SALA","RIO MAINA","88817-600","CRICIUMA","SC","Brasil","48","35258250","-",NA
"81367880","SICOOB PA - SANTA LUZIA","AVENIDA  UNIVERSITARIA 1675","-","SANTA LUZIA","88806-000","CRICIUMA","SC","Brasil","48","34432417","-",NA
"81367880","SICOOB PA - SANTO ANTÔNIO DA PATRULHA","AV FRANCISCO J. LOPES, 555","LOJA 20","CENTRO","95500-000","SANTO ANTONIO DA PATRULHA","RS","Brasil","-","-","-",NA
"81367880","SICOOB PA - SAO JOAO DO SUL","AV. NEREU RAMOS, 216","-","CENTRO","88970-000","SAO JOAO DO SUL","SC","Brasil","48","35390307","-",NA
"81367880","SICOOB PA - SAO LUIZ","AVENIDA SANTOS DUMOND, 1867","SALA 04 E 05","SÃO LUIZ","88804-342","CRICIUMA","SC","Brasil","48","34333156","-",NA
"81367880","SICOOB PA - SIDERÓPOLIS","RUA TREVISO, 145","SALA","CENTRO","88860-000","SIDEROPOLIS","SC","Brasil","48","34350036","-",NA
"81367880","SICOOB PA - TIMBE DO SUL","RUA FELIPE NAPOLI 118","-","CENTRO","88940-000","TIMBE DO SUL","SC","Brasil","48","35361596","-",NA
"81367880","SICOOB PA - TORRES","AVENIDA BARÃO DO RIO BRANCO, 860","SALA 1","CENTRO","95560-000","TORRES","RS","Brasil","-","-","-",NA
"81367880","SICOOB PA - TRAMANDAI","AVENIDA FERNANDES BASTOS, 314","LOJA 02","CENTRO","95590-000","TRAMANDAI","RS","Brasil","-","-","-",NA
"81367880","SICOOB PA - URUSSANGA","RUA CESAR MARIOT, 215","-","CENTRO","88930-000","URUSSANGA","SC","Brasil","48","34650940","-",NA
"2587492","SICOOB - PA AGUAS MORNAS","AVENIDA CORONEL ANTONIO LEHMKUHL, 1250","-","CENTRO","88150-000","AGUAS MORNAS","SC","Brasil","48","4042","-",NA
"2587492","SICOOB - PA SAO PEDRO","RUA VIDAL JOAO VIEIRA, 342","-","CENTRO","88125-000","SAO PEDRO DE ALCANTARA","SC","Brasil","-","-","-",NA
"2587492","SICOOB PA - ALFREDO WAGNER","RUA ANITÁPOLIS, 247","TÉRREO","CENTRO","88450-000","ALFREDO WAGNER","SC","Brasil","48","32762274","-",NA
"2587492","SICOOB PA - ANGELINA","LEOBERTO LEAL, 185","-","CENTRO","88460-000","ANGELINA","SC","Brasil","-","-","-",NA
"2587492","SICOOB PA - ANITÁPOLIS","PAULICO COELHO, 205","-","CENTRO","88475-000","ANITAPOLIS","SC","Brasil","-","-","-",NA
"2587492","SICOOB PA - ARIRIU PALHOÇA","AV BOM JESUS DE NAZARÉ, 218","-","ARIRIÚ","88135-100","PALHOCA","SC","Brasil","-","-","-",NA
"2587492","SICOOB PA - PALHOÇA","RUA JOSÉ MARIA DA LUZ, 2896","SALA","CENTRO","88131-000","PALHOCA","SC","Brasil","48","32868661","-",NA
"2587492","SICOOB PA - PAULO LOPES","RUA SANTA CATARINA, 154","-","CENTRO","88490-000","PAULO LOPES","SC","Brasil","48","32200941","-",NA
"2587492","SICOOB PA - RANCHO QUEIMADO","RUA DONA LIA, 95","TERREO","CENTRO","88470-000","RANCHO QUEIMADO","SC","Brasil","-","-","-",NA
"2587492","SICOOB PA - SANTO AMARO DA IMPERATRIZ","RUA PREFEITO JOSÉ KEHRIG, 5333","SALA 01","CENTRO","88140-000","SANTO AMARO DA IMPERATRIZ","SC","Brasil","48","32458724","-",NA
"2587492","SICOOB PA- URUBICI","AVENIDA ADOLFO KONER, 2580","-","ESQUINA","88650-000","URUBICI","SC","Brasil","-","-","-",NA
"2090126","SICOOB - PA PASSOS MAIA","AVENIDA PADRE JOAO BOTERO, 713","TERREO","CENTRO","89687-000","PASSOS MAIA","SC","Brasil","49","34373000","-",NA
"2090126","SICOOB PA - CANDELÁRIA","AVENIDA MARECHAL DEODORO, 448","-","CENTRO","96930-000","CANDELARIA","RS","Brasil","-","-","-",NA
"2090126","SICOOB PA - CATANDUVAS","AVENIDA CORONEL RUPP, 2435","SALA 101","CENTRO","89670-000","CATANDUVAS","SC","Brasil","49","35250088","-",NA
"2090126","SICOOB PA - ESTEIO","AVENIDA PRESIDENTE VARGAS, 1614","TERREO SALA","CENTRO","93260-048","ESTEIO","RS","Brasil","49","34373000","-",NA
"2090126","SICOOB PA - IRANI","RUA SÃO JOÃO, 53","-","CENTRO","89680-000","IRANI","SC","Brasil","49","34320788","-",NA
"2090126","SICOOB PA - MONTENEGRO","RUA RAMIRO BARCELOS, 2692","-","CENTRO","92510-110","MONTENEGRO","RS","Brasil","51","36321473","-",NA
"2090126","SICOOB PA - NOVA SANTA RITA","RUA JUVENAL MACHADO, 45","-","CENTRO","92480-000","NOVA SANTA RITA","RS","Brasil","-","-","-",NA
"2090126","SICOOB PA - PALMAS","RUA DOUTOR BERNARDO RIBEIRO VIANA, 958","SALA","CENTRO","85690-021","PALMAS","PR","Brasil","46","32624004","-",NA
"2090126","SICOOB PA - PALMAS LAGOÃO","AV. GOV. PEDRO VIRIATO PARIGOT DE SOUZA, 1.118","SALA","LAGOÃO","85692-392","PALMAS","PR","Brasil","46","32361162","-",NA
"2090126","SICOOB PA - PONTE SERRADA","AVENIDA XV DE NOVEMBRO, 484","-","CENTRO","89683-000","PONTE SERRADA","SC","Brasil","49","34350435","-",NA
"2090126","SICOOB PA - SANTA CRUZ DO SUL","RUA JULIO DE CASTILHOS, 84","-","CENTRO","96810-046","SANTA CRUZ DO SUL","RS","Brasil","51","37155245","-",NA
"2090126","SICOOB PA - SINIMBU","AVENIDA GENERAL FLORES DA CUNHA, 755","-","CENTRO","96890-000","SINIMBU","RS","Brasil","51","21830720","-",NA
"2090126","SICOOB PA - TAQUARI","RUA JOSÉ PORFIRIO DA COSTA, 67","-","SANTO ANTONIO","95860-000","TAQUARI","RS","Brasil","-","-","-",NA
"2090126","SICOOB PA - VARGEAO","RUA SETE DE SETEMBRO, 449","-","CENTRO","89690-000","VARGEAO","SC","Brasil","49","34340155","-",NA
"2090126","SICOOB PA - VARGEM BONITA","RUA CORONEL VITORIO, 1006","-","CENTRO","89675-000","VARGEM BONITA","SC","Brasil","49","35480219","-",NA
"2090126","SICOOB PA - VENANCIO AIRES","RUA OSVALDO ARANHA, 1458","-","CENTRO","95800-000","VENANCIO AIRES","RS","Brasil","49","37416108","-",NA
"2090126","SICOOB PA - VERA CRUZ","RUA THOMAZ GONZAGA, 610","SALA","CENTRO","96880-000","VERA CRUZ","RS","Brasil","-","-","-",NA
"78865995","SICOOB JOAÇABA CENTRO","RUA GETULIO VARGAS, 344","-","CENTRO","89600-000","JOACABA","SC","Brasil","49","35272001","-",NA
"78865995","SICOOB PA - AGUA DOCE","AV DA INDEPENDENCIA, 541","-","CENTRO","89654-000","AGUA DOCE","SC","Brasil","49","35240701","-",NA
"78865995","SICOOB PA - ERVAL VELHO","RUA CEL HONORATO VIEIRA, 745","TÉRREO","CENTRO","89613-000","ERVAL VELHO","SC","Brasil","49","35421724","-",NA
"78865995","SICOOB PA - HERVAL D OESTE","RUA NILO PECANHA, 11","-","CENTRO","89610-000","HERVAL D'OESTE","SC","Brasil","49","35272002","-",NA
"78865995","SICOOB PA - IBICARE","AV  PRESIDENTE NEREU RAMOS, 202","SALA 01","CENTRO","89640-000","IBICARE","SC","Brasil","49","35380305","-",NA
"78865995","SICOOB PA - JABORA","RUA LAURO RUPP, 154","QUADRA 4","CENTRO","89677-000","JABORA","SC","Brasil","49","35272008","-",NA
"78865995","SICOOB PA - JOAÇABA CIDADE ALTA","RUA MARTA LINDER WEISER, 134","SALA 4 E 5","CENTRO","89600-000","JOACABA","SC","Brasil","49","35272001","-",NA
"78865995","SICOOB PA - LACERDOPOLIS","RUA SETE DE SETEMBRO, 1530","SALA 01","CENTRO","89660-000","LACERDOPOLIS","SC","Brasil","49","352272010","-",NA
"78865995","SICOOB PA - LUZERNA","RUA ALOYSIO RAMBO, 137","-","CENTRO","89609-000","LUZERNA","SC","Brasil","49","35272009","-",NA
"78865995","SICOOB PA - OURO","RUA FELIPE SCHIMIDT, 1535","-","CENTRO","89663-000","OURO","SC","Brasil","49","35722014","-",NA
"78865995","SICOOB PA - SÃO JOSE DO INHACORA","RUA ARMANDO JAHN, 795","SALA COMERCIAL","CENTRO","98958-000","SAO JOSE DO INHACORA","RS","Brasil","49","36460357","-",NA
"78865995","SICOOB PA - TREZE TILIAS","RUA PEDRO NELCIDO KAFER, 75","-","CENTRO","89650-000","TREZE TILIAS","SC","Brasil","49","35371057","-",NA
"1760242","SICOOB - PA CIDADE INDUSTRIAL","PRAÇA DOS TRABALHADORES, 4208","LOJAS A, B, C, D, E E F","CIDADE INDUSTRIAL","32210-240","CONTAGEM","MG","Brasil","-","-","-",NA
"1760242","SICOOB - PA CONSELHEIRO LAFAIETE","RUA DOUTOR MELO VIANA, 270","-","CENTRO","36400-070","CONSELHEIRO LAFAIETE","MG","Brasil","-","-","-",NA
"1760242","SICOOB - PA RIO ACIMA","AVENIDA GOVERNADOR ISRAEL PINHEIRO, 31","LOJAS 3 E 4","CENTRO","34300-000","RIO ACIMA","MG","Brasil","-","-","-",NA
"1760242","SICOOB - PA SANTOS DUMONT","AVENIDA PRESIDENTE GETULIO VARGAS, 138","SOBRELOJA","CENTRO","36240-000","SANTOS DUMONT","MG","Brasil","32","32512308","-",NA
"1760242","SICOOB - PA SÃO JOAQUIM DE BICAS","AVENIDA DOUTOR ROSSINI DE MINAS, 429","LOJA","TEREZA CRISTINA II","32920-000","SAO JOAQUIM DE BICAS","MG","Brasil","31","30108027","-",NA
"1760242","SICOOB PA - ALBERTO MELO","AVENIDA BARÃO DO RIO BRANCO, 1835","LOJAS 1875 E 1879","CENTRO","36015-510","JUIZ DE FORA","MG","Brasil","-","-","-",NA
"1760242","SICOOB PA - BARBACENA","RUA PRESIDENTE KENNEDY, 680","LOJA 001","CENTRO","36200-042","BARBACENA","MG","Brasil","32","33622368","-",NA
"1760242","SICOOB PA - BARREIRO","RUA OLINTO MEIRELES, 1576","LOJA 06","SANTA HELENA","30642-212","BELO HORIZONTE","MG","Brasil","-","-","-",NA
"1760242","SICOOB PA - BELVEDERE","AV. LUIZ PAULO FRANCO, 565","LOJA 4","BELVEDERE","30320-570","BELO HORIZONTE","MG","Brasil","31","35686104","-",NA
"1760242","SICOOB PA - BETIM","AV. EDMEIA MATTOS LAZZAROTTI, 2110","LOJA 01 E 2112 LOJA 02","JARDIM DA CIDADE","32604-270","BETIM","MG","Brasil","31","35911523","-",NA
"1760242","SICOOB PA - CACHOEIRA DO CAMPO","AV. PEDRO ALEIXO, 630","LOJA 39 - DISTRITO DE CACHOEIRA DO CAMPO","JARDINS","35410-000","OURO PRETO","MG","Brasil","31","35531728","-",NA
"1760242","SICOOB PA - CAPELA NOVA","PRAÇA SENHORA DAS DORES, 20","LOJA","CENTRO","36290-000","CAPELA NOVA","MG","Brasil","-","-","-",NA
"1760242","SICOOB PA - CARANAÍBA","PRAÇA MARCIANO VIEIRA, 126","CX 1","CENTRO","36428-000","CARANAIBA","MG","Brasil","-","-","-",NA
"1760242","SICOOB PA - CARANDAÍ","RUA GPOVERNADOR VALADARES, 10","-","CENTRO","36280-000","CARANDAI","MG","Brasil","32","33612471","-",NA
"1760242","SICOOB PA - CEFET","AV. AMAZONAS, 5253","LOJAS 237/239 - CAMPUS I","NOVA SUISSA","30480-000","BELO HORIZONTE","MG","Brasil","31","33711644","-",NA
"1760242","SICOOB PA - CONGONHAS","AV JULIA KUBITSCHECK, 156","-","CENTRO","36415-000","CONGONHAS","MG","Brasil","31","37312588","-",NA
"1760242","SICOOB PA - CONTAGEM","PRAÇA DOS TRABALHADORES, 4208","TERREO LOJA","CIDADE INDUSTRIAL","32210-240","CONTAGEM","MG","Brasil","31","30108003","-",NA
"1760242","SICOOB PA - COOPECREMT","AV. PROFESSOR MAGALHÃES PENIDO, 689","-","SÃO LUIZ","31270-700","BELO HORIZONTE","MG","Brasil","31","34432434","-",NA
"1760242","SICOOB PA - DIAMANTINA","PRAçA LARGO DOM JOãO, 117","-","CENTRO","39100-000","DIAMANTINA","MG","Brasil","38","34418810","-",NA
"1760242","SICOOB PA - DOM BOSCO","AVENIDA BRIGADEIRO EDUARDO GOMES, 360","-","DOM BOSCO","30850-222","BELO HORIZONTE","MG","Brasil","31","31431896","-",NA
"1760242","SICOOB PA - IBIRITÉ","RUA OTACÍLIO NEGRÃO DE LIMA, 181","-","CENTRO","32400-206","IBIRITE","MG","Brasil","31","35986753","-",NA
"1760242","SICOOB PA - LOURDES","AV. OLEGÁRIO MACIEL, 1151","LOJA BG-58","LOURDES","30180-111","BELO HORIZONTE","MG","Brasil","-","-","-",NA
"1760242","SICOOB PA - MARIANA","RUA BOM JESUS, 23","LOJAS 01 E 02","CENTRO","35420-000","MARIANA","MG","Brasil","31","35572385","-",NA
"1760242","SICOOB PA - MONTES CLAROS","AV. FLORIANO NEIVA, 745","-","ALTO SÃO JOÃO","39400-314","MONTES CLAROS","MG","Brasil","38","32236205","-",NA
"1760242","SICOOB PA - PAMPULHA","AV. PORTUGAL, 2096","LOJA 10 E 11","JARDIM ATLÂNTICO","31555-000","BELO HORIZONTE","MG","Brasil","31","33604935","-",NA
"1760242","SICOOB PA - PEDRO LEOPOLDO","RUA DOUTOR CRISTIANO OTONI, 219","LOJAS 01 A 03","CENTRO","33600-000","PEDRO LEOPOLDO","MG","Brasil","31","36621183","-",NA
"1760242","SICOOB PA - POLÍCIA FEDERAL","RUA NASCIMENTO GURGEL, 30","-","GUTIERREZ","30441-170","BELO HORIZONTE","MG","Brasil","31","25116363","-",NA
"1760242","SICOOB PA - RIBEIRÃO DAS NEVES","RUA DAVID MIGUEL, 25","-","CENTRO","33805-630","RIBEIRAO DAS NEVES","MG","Brasil","31","36271285","-",NA
"1760242","SICOOB PA - SABARÁ","PRAÇA AUGUSTO DIAS, 14","-","CENTRO","34505-140","SABARA","MG","Brasil","31","36714880","-",NA
"1760242","SICOOB PA - SAÚDE","AVENIDA ALFREDO BALENA, 190","SALA 1002 - FACULDADE DE MEDICINA","SANTA EFIGENIA","30130-100","BELO HORIZONTE","MG","Brasil","31","32742266","-",NA
"1760242","SICOOB PA - SÃO JOÃO DEL REI","AV. LEITE CASTRO, 770","-","FÁBRICAS","36301-180","SAO JOAO DEL REI","MG","Brasil","32","33733906","-",NA
"1760242","SICOOB PA - SÃO JOSÉ DA LAPA","RUA CORONEL VIRGÍLIO MACHADO, 195","LOJA 08","CENTRO","33350-000","SAO JOSE DA LAPA","MG","Brasil","31","36235665","-",NA
"1760242","SICOOB PA - TAPAJÓS","AVENIDA TAPAJÓS, 715","-","SÃO CRISTOVÃO","32676-655","BETIM","MG","Brasil","-","-","-",NA
"1760242","SICOOB PA - TUPICRED","BR 040 KM 655","DISTRITO DE PEDRA DO SINO","PEDRA DO SINO","36280-000","CARANDAI","MG","Brasil","-","-","-",NA
"1760242","SICOOB PA - UNIMONTES","RUA SANTA MARIA, 286","CENTRO COMERCIAL SANTA MARIA MALL LOJAS 08 E 09","TODOS OS SANTOS","39400-115","MONTES CLAROS","MG","Brasil","38","32298024","-",NA
"1760242","SICOOB PA - VENDA NOVA","RUA PADRE PEDRO PINTO, 2036","LOJA 01 A 05","VENDA NOVA","31615-310","BELO HORIZONTE","MG","Brasil","31","34489626","-",NA
